id,metanetx_id,name,id_kegg,name_kegg
CE4722,MNXM152651,Beta-casomorphin (1-6),,
CE4723,MNXM158696,Neocasomorphin (1-5),,
CE4724,MNXM152293,Apelin (1-12),,
CE4753,MNXM51740,Dynorphin B (10-13),,
CE4754,MNXM51741,Dynorphin B (6-9),,
CE4793,MNXM166236,3-oxo-dihomo-gama-linolenoyl-CoA,,
CE4810,MNXM7114,"3(S)-hydroxy-all-cis-8,11,14,17-eicosatetraenoyl-CoA",,
CE4811,MNXM164249,"3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA",,
CE4812,MNXM164756,"Eicosa-2E,8Z,11Z,14Z,17Z-pentaenoyl-CoA",,
CE4816,MNXM164161,"2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA",,
CE4817,MNXM164187,"3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",,
CE4818,MNXM164189,"3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA",,
CE4819,MNXM164262,"3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",,
CE4820,MNXM164259,"3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA",,
CE4821,MNXM164160,"2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA",,
CE4824,MNXM169215,"Tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA",,
CE4830,MNXM163157,"2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA",,
CE4831,MNXM164188,"3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA",,
CE4833,MNXM164263,"3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA",,
CE4834,MNXM164266,"3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA",,
CE4835,MNXM145822,"2E,7Z,10Z,13Z,16Z-docosapentaenoyl-CoA",,
CE4837,MNXM165171,"Tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA",,
CE4840,MNXM163965,"(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA",,
CE4841,MNXM164268,"3-oxoeicosa-cis,cis-11,14-dienoyl-CoA",,
CE4842,MNXM165186,"Trans,cis,cis-2,11,14-eicosatrienoyl-CoA",,
CE4843,MNXM167435,"Cis,cis-11,14-eicosadienoyl-CoA",,
CE4844,MNXM150755,"3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA",,
CE4845,MNXM164264,"3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA",,
CE4846,MNXM161733,"Trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA",,
CE4847,MNXM153498,"Cis,cis,cis-10,13,16-docosatrienoyl-CoA",,
CE4848,MNXM150759,"3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA",,
CE4849,MNXM150760,"3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",,
CE4850,MNXM164261,"3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA",,
CE4851,MNXM164265,"3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",,
CE4852,MNXM161731,"Trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA",,
CE4853,MNXM161732,"Trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA",,
CE4854,MNXM164507,"All-cis-10,13,16,19-docosatetraenoyl-CoA",,
CE4855,MNXM151927,"All-cis-12,15,18,21-tetracosatetraenoyl-CoA",,
CE4872,MNXM867,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al",,
CE4874,MNXM163692,"5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol",,
CE4876,MNXM6638,Delta12-Prostaglandin J2,C05958,Delta-12-PGJ2|Delta-12-Prostaglandin J2
CE4877,MNXM164061,15-deoxy-prostaglandin J2,,
CE4881,MNXM162976,Nitryl chloride,,
CE4888,MNXM163363,Dopaminochrome,,
CE4890,MNXM31861,N-methylsalsolinol,,
CE4898,MNXM164055,13'-carboxy-gama-tocopherol,,
CE4936,MNXM63564,N-acetyl-leukotriene E4,C11361,N-Acetylleukotriene E4
CE4968,MNXM58397,Isovalerylglycine,,
CE4969,MNXM57844,Isobutyrylglycine,,
CE4970,MNXM35282,2-methylbutyrylglycine,,
CE4980,MNXM78303,Prostaglandin PGE2 glyceryl ester,,
CE4987,MNXM33031,"10,11-dihydro-leukotriene B4",,
CE4988,MNXM162617,"10,11-dihydro-12-epi-leukotriene B4",,
CE4989,MNXM163164,"20-OH-10,11-dihydro-leukotriene B4",,
CE4990,MNXM6635,12-oxo-leukotriene B4,C05949,"12-Keto-LTB4|12-Keto-leukotriene B4|5-Hydroxy-12-oxo-Delta5,8,11,14-eicosapolyenoic acid"
CE4993,MNXM150154,"10,11-dihydro-12R-hydroxy-leukotriene C4",,
CE5013,MNXM165537,"14-hydroxy-4,14-retro-retinol",,
CE5014,MNXM42129,Anhydroretinol,,
CE5016,MNXM165531,"13,14-dihydroxy-retinol",,
CE5021,MNXM166990,Alpha-tocopheryl hydroquinone,,
CE5022,MNXM164520,Alpha-tocopheryl quinone,,
CE5025,MNXM164351,5-S-glutathionyl-dopamine,,
CE5026,MNXM164352,5-S-glutathionyl-L-DOPA,,
CE5068,MNXM165975,2-methylglutaconic acid,,
CE5072,MNXM8277,21-hydroxyallopregnanolone,,
CE5082,MNXM168463,N-acetyl-L-cystathionine,,
CE5114,MNXM165187,"Trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA",,
CE5122,MNXM166069,3(S)-phytanoyl-CoA,,
CE5126,MNXM35866,(2R)-pristanoyl-CoA,,
CE5138,MNXM33278,12-oxo-20-hydroxy-leukotriene B4,,
CE5139,MNXM33277,12-oxo-20-dihydroxy-leukotriene B4,,
CE5140,MNXM33279,12-oxo-20-trihydroxy-leukotriene B4,,
CE5141,MNXM150182,"12,20-dioxo-leukotriene B4",,
CE5144,MNXM163188,3-oxo-11-cis-eicosenoyl-CoA,,
CE5148,MNXM163172,3(S)-hydroxy-11-cis-eicosenoyl-CoA,,
CE5150,MNXM163588,"Trans,cis-2,11-eicosadienoyl-CoA",,
CE5151,MNXM11852,11-cis-eicosenoyl-CoA,C16530,(11Z)-Eicosenoyl-CoA|(11Z)-Icosenoyl-CoA|Eicosenoyl-CoA|Icosenoyl-CoA
CE5152,MNXM163189,3-oxo-13cis-docosenoyl-CoA,,
CE5153,MNXM163173,3(S)-hydroxy-13cis-docosenoyl-CoA,,
CE5154,MNXM163589,"Trans,cis-2,13-docosadienoyl-CoA",,
CE5155,MNXM162947,Cis-13-docosenoyl-CoA,,
CE5156,MNXM163190,3-oxo-cis-15-tetracosaenoyl-CoA,,
CE5157,MNXM163174,3(S)-hydroxy-cis-15-tetracosaenoyl-CoA,,
CE5158,MNXM163590,"Trans,cis-2,15-tetracosadienoyl-CoA",,
CE5160,MNXM163191,3-oxo-cis-9-octadecenoyl-CoA,,
CE5161,MNXM163175,3(S)-hydroxy-cis-9-octadecenoyl-CoA,,
CE5162,MNXM163591,"Trans,cis-2,9-octadecadienoyl-CoA",,
CE5168,MNXM166027,"24(R),25(R)-varanoyl-CoA; (24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA",,
CE5178,MNXM38280,5-oxo-6-trans-leukotriene B4,,
CE5179,MNXM163695,"6,7-dihydro-5-oxo-leukotriene B4",,
CE5236,MNXM65212,O2'-4a-cyclic-tetrahydrobiopterin,,
CE5239,MNXM163148,2-hydroxy-17beta-estradiol-4-S-glutathione,,
CE5240,MNXM35159,2-hydroxyestrone-4-S-glutathione,,
CE5241,MNXM163147,2-hydroxy-17beta-estradiol-1-S-glutathione,,
CE5242,MNXM35158,2-hydroxyestrone-1-S-glutathione,,
CE5243,MNXM151160,4-hydroxy-17beta-estradiol-2-S-glutathione,,
CE5244,MNXM37530,4-hydroxyestrone-2-S-glutathione,,
CE5249,MNXM150262,"17beta-estradiol-3,4-quinone",,
CE5250,MNXM150261,"17beta-estradiol-2,3-quinone",,
CE5251,MNXM52647,"Estrone-3,4-quinone",,
CE5252,MNXM52646,"Estrone-2,3-quinone",,
CE5253,MNXM165551,"17beta-estradiol-3,4-semiquinone",,
CE5254,MNXM165550,"17beta-estradiol-2,3-semiquinone",,
CE5255,MNXM167710,"Estrone-3,4-semiquinone",,
CE5256,MNXM167709,"Estrone-2,3-semiquinone",,
CE5276,MNXM5727,Dopamine o-quinone,C17755,Dopamine quinone
CE5277,MNXM152198,Aminochrome o-semiquinone,,
CE5278,MNXM51534,Dopachrome o-semiquinone,,
CE5304,MNXM33412,15-deoxy-PGD2,,
CE5307,MNXM163671,"3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoate",,
CE5319,MNXM163672,"3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate",,
CE5329,MNXM162896,"3(S),12(S)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA",,
CE5331,MNXM162899,"3,5-dioxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA",,
CE5337,MNXM162903,"3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA",,
CE5341,MNXM163215,"5-oxo-12(S)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA",,
CE5342,MNXM162806,"5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA",,
CE5343,MNXM162494,"6,7-dihydro-5-oxo-12-epi-leukotriene B",,
CE5344,MNXM162895,"3(S),12(R)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA",,
CE5345,MNXM162898,"3,5-dioxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA",,
CE5346,MNXM162902,"3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA",,
CE5347,MNXM163214,"5-oxo-12(R)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA",,
CE5348,MNXM162805,"5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA",,
CE5349,MNXM162807,5-oxo-6E-12-epi-leukotriene B4,,
CE5352,MNXM164366,"6,7-dihydro-leukotriene B4",,
CE5456,MNXM30866,(R)-2-hydroxy-4-methylpentanoate,C03264,(R)-2-Hydroxy-4-methylpentanoate|(R)-2-Hydroxyisocaproate|D-2-Hydroxyisocaproate|D-Leucate
CE5525,MNXM33276,12-oxo-20-carboxy-leukotriene B4,,
CE5531,MNXM150197,12-oxo-c-LTB3,,
CE5536,MNXM40345,Adrenochrome,,
CE5538,MNXM64900,Noradrenochrome,,
CE5541,MNXM40347,Adrenochrome o-semiquinone,,
CE5542,MNXM64901,Noradrenochrome o-semiquinone,,
CE5544,MNXM164350,5-S-glutathionyl-dopachrome hydroquinone,,
CE5545,MNXM151428,5-S-glutathionyl-aminochrome reduced,,
CE5546,MNXM164349,5-S-glutathionyl-adrenochrome hydroquinone,,
CE5547,MNXM164353,5-S-glutathionyl-noradrenochrome hydroquinone,,
CE5586,MNXM4697,"N-[(E)-4-ammoniobutylidene]propane-1,3-diaminium",C15853,Dehydrospermidine
CE5588,MNXM49098,Deoxyhypusine,,
CE5591,MNXM164316,4-OH-13-cis-retinal,,
CE5592,MNXM164317,4-OH-9-cis-retinal,,
CE5593,MNXM37693,4-OH-retinal,,
CE5594,MNXM118676,"9,13-cis-retinoate",,
CE5626,MNXM81437,Salsolinol 1-carboxylate,,
CE5627,MNXM81436,Salsoline-1-carboxylate,,
CE5629,MNXM32113,"1,2-dehydrosalsolinol",,
CE5643,MNXM6378,Peroxynitrite,C16845,Peroxynitrite
CE5653,MNXM163202,4-oxo-9-cis-retinoate,,
CE5654,MNXM37697,4-oxo-13-cis-retinoate,,
CE5655,MNXM163114,13'-hydroxy-gama-tocopherol,,
CE5656,MNXM722796,Lipoyl-AMP(1-),C16238,Lipoyl-AMP
CE5661,MNXM33464,15-oxo-lipoxin A4,,
CE5662,MNXM33334,"13,14-dihydro-15-oxo-lipoxin A4",,
CE5665,MNXM9818,Leukoaminochrome,C17756,"2-Descarboxy-cyclo-dopa|5,6-Indolinediol|Indoline-5,6-diol"
CE5700,MNXM164054,12-hydroperoxyeicosatetraenoate glyceryl ester,,
CE5726,MNXM31980,Prostaglandin PGE2 1-glyceryl ester,,
CE5727,MNXM168924,Prostaglandin PGE2 3-glyceryl ester,,
CE5730,MNXM168923,Prostaglandin PGB2 glyceryl ester,,
CE5747,MNXM114152,N-retinylidene-N-retinylethanolamine,,
CE5752,MNXM156892,Iso-A2E(13-cis),,
CE5753,MNXM156891,Iso-A2E(11-cis),,
CE5754,MNXM156894,Iso-A2E(9-cis),,
CE5755,MNXM156893,"Iso-A2E(9,13-di-cis)",,
CE5756,MNXM166720,9-cis-retinoyl-beta-D-glucuronide,,
CE5757,MNXM151235,4-oxo-9-cis-retinoyl-beta-glucuronide,,
CE5775,MNXM168014,Iso-A2E(9'-cis),,
CE5776,MNXM168013,Iso-A2E(11'-cis),,
CE5786,MNXM162968,Kinetensin; Ile-Ala-Arg-Arg-His-Pro-Tyr-Phe-Leu,,
CE5788,MNXM59130,Kinetensin 1-7,,
CE5789,MNXM59131,Kinetensin 1-8,,
CE5794,MNXM165012,Neuromedin B; Gly-Asn-Leu,,
CE5795,MNXM64493,Neuromedin B (1-3),,
CE5796,MNXM64494,Neuromedin B (4-10),,
CE5797,MNXM64499,Neuromedin N,C15868,Neuromedin N
CE5798,MNXM64500,Neuromedin N (1-4),,
CE5815,MNXM164163,20-hydroxy-5S-HETE,,
CE5820,MNXM167922,Histidyl-prolinamide,,
CE5829,MNXM166552,5-HT-moduline,,
CE5835,MNXM166711,8alpha-hydroxytocopherone,,
CE5837,MNXM166652,"7,8-epoxy-8alpha-hydroperoxytocopherone",,
CE5838,MNXM166522,"5,6-epoxy-alpha-tocopheryl quinone",,
CE5839,MNXM166480,"4alpha,5-epoxy-8alpha-hydroperoxytocopherone",,
CE5840,MNXM165601,"2,3-epoxy-alpha-tocopheryl quinone",,
CE5842,MNXM9688,13'-hydroxy-alpha-tocopherol,,
CE5843,MNXM33313,13'-carboxy-alpha-tocopherol,,
CE5853,MNXM15963,Alpha-CEHC-glucuronide,,
CE5854,MNXM163393,Gama-CEHC-glucuronide,,
CE5860,MNXM19566,N-acetyl-5-methoxykynuramine,,
CE5865,MNXM127276,L-leucyl-L-serine,,
CE5866,MNXM15786,L-alanyl-L-leucine,,
CE5867,MNXM163855,N-acetyl-seryl-aspartyl-lysyl-proline,,
CE5868,MNXM42,N-acetyl-seryl-aspartate,C00049,2-Aminosuccinic acid|Aspartic acid (USP/INN)|L-Asp|L-Aspartate|L-Aspartic acid|L-Aspartic acid (JP17)
CE5868,MNXM42,N-acetyl-seryl-aspartate,C16433,Aspartate|Aspartic acid
CE5869,MNXM19120,Lysyl-proline,,
CE5875,MNXM164152,2-methylglutaconyl-CoA,,
CE5932,MNXM164058,"13,14-epoxy-retinol",,
CE5944,MNXM33026,"10,11-dihydro-12-oxo-LTB4",,
CE5945,MNXM33029,"10,11-dihydro-20-dihydroxy-LTB4",,
CE5946,MNXM33030,"10,11-dihydro-20-trihydroxy-leukotriene B4",,
CE5947,MNXM35482,"20-COOH-10,11-dihydro-LTB4",,
CE5956,MNXM169262,"Trans,trans,cis-geranyl-geranyl-PP",,
CE5966,MNXM722819,"3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",,
CE5967,MNXM162894,"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA",,
CE5968,MNXM161244,"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate",,
CE5969,MNXM162793,"10,11-dihydro-LTB4-CoA",,
CE5970,MNXM163206,"5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA",,
CE5971,MNXM162897,"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",,
CE5976,MNXM33275,"12-oxo-10,11-dihydro-20-COOH-LTB4",,
CE5986,MNXM164347,5-nitro-gama-tocopherol,,
CE5994,MNXM35502,20-oxo-leukotriene E4,,
CE5995,MNXM35483,20-COOH-leukotriene E4,,
CE6000,MNXM64792,Nitrosoperoxycarbonate,,
CE6027,MNXM164173,"24,25,26,27-tetranor-23-oxo-hydroxyvitamin D3",,
CE6182,MNXM35481,20-CoA-20-oxo-leukotriene B4,,
CE6183,MNXM33740,"18,20-dioxo-20-CoA-leukotriene B4",,
CE6184,MNXM33750,18-CoA-18-oxo-dinorleukotriene B4,,
CE6185,MNXM65538,Omega-carboxy-trinor-leukotriene B4,,
CE6186,MNXM33779,18E-20-oxo-20-CoA-LTB4,,
CE6187,MNXM35480,20-CoA-20-oxo-18R-hydroxyleucotriene B4,,
CE6188,MNXM47396,CoA-omega-COOH-dinor-LTE4,,
CE6189,MNXM47394,CoA-20-COOH-18-oxo-LTE4,,
CE6190,MNXM47395,CoA-20-COOH-LTE4,,
CE6191,MNXM33780,18E-20-oxo-20-CoA-LTE4,,
CE6192,MNXM33739,18(R)-hydroxy-20-oxo-20-CoA-LTE4,,
CE6193,MNXM33749,18-carboxy-dinor-LTE4,,
CE6198,MNXM33508,"16,18-oxo-18-CoA-dinor-LTE4",,
CE6204,MNXM164681,CoA-18-COOH-16E-dinor-LTE5,,
CE6205,MNXM14897,5-methoxytryptophol,,
CE6219,MNXM167781,Gama-tocopheryl quinone,,
CE6225,MNXM33579,16E-18-oxo-18-CoA-dinor-LTE4,,
CE6226,MNXM33496,16(S)-hydroxy-18-oxo-18-CoA-LTE4,,
CE6227,MNXM47393,CoA-18-COOH-15E-dinor-LTE4,,
CE6228,MNXM33354,13E-tetranor-16-oxo-16-CoA-LTE4,,
CE6229,MNXM150224,13E-tetranor-16-carboxy-LTE4,,
CE6230,MNXM150211,"15-hydroperoxyeicosa-8Z,11Z,13E-trienoate",,
CE6232,MNXM78299,Prostaglandin G1,,
CE6234,MNXM78300,Prostaglandin H1,,
CE6235,MNXM81249,S-(PGA2)-glutathione,,
CE6240,MNXM151627,9-deoxy-delta12-PGD2,,
CE6241,MNXM81238,S-(9-deoxy-delta12-PGD2)-glutathione,,
CE6242,MNXM81250,S-(PGJ2)-glutathione,,
CE6243,MNXM81239,"S-(9-deoxy-delta9,12-PGD2)-glutathione",,
CE6244,MNXM81225,S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione,,
CE6245,MNXM81226,"S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione",,
CE6247,MNXM164328,"5,12,20-TriHETE",,
CE6248,MNXM164165,20-OH-hepoxilin A3,,
CE6250,MNXM163405,Hepoxilin A3-C,,
CE6251,MNXM150181,"12,20-DiHETE",,
CE6316,MNXM163443,"N,N-dimethyldopaminequinone",,
CE6317,MNXM158251,"N,N-dimethylindoliumolate",,
CE6415,MNXM4154,11-HpODE,C07338,"(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoate|(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid"
CE6420,MNXM166710,8-peroxy-docosahexaenoate,,
CE6423,MNXM163639,11-peroxy-docosahexaenoate,,
CE6426,MNXM164389,7-peroxy-docosahexaenoate,,
CE6429,MNXM163646,14-peroxy-docosahexaenoate,,
CE6435,MNXM164067,17-peroxy-docosahexaenoate,,
CE6438,MNXM164063,16-peroxy-docosahexaenoate,,
CE6444,MNXM163681,4-hydroperoxy-H4-neuroprostane,,
CE6445,MNXM163697,7-hydroperoxy-H4-neuroprostane,,
CE6446,MNXM163637,11-hydroperoxy-H4-neuroprostane,,
CE6447,MNXM163636,10-hydroperoxy-H4-neuroprostane,,
CE6448,MNXM12638,14-hydroperoxy-H4-neuroprostane,C16200,Benzeneboronic acid|Phenylboronic acid
CE6449,MNXM163645,13-hydroperoxy-H4-neuroprostane,,
CE6450,MNXM163648,17-hydroperoxy-H4-neuroprostane,,
CE6451,MNXM163661,20-hydroperoxy-H4-neuroprostane,,
CE6452,MNXM166383,4-hydroxy-E4-neuroprostane,,
CE6453,MNXM37505,4-hydroxy-D4-neuroprostane,,
CE6454,MNXM166677,7-hydroxy-E4-neuroprostane,,
CE6455,MNXM39112,7-hydroxy-D4-neuroprostane,,
CE6456,MNXM165516,11-hydroxy-E4-neuroprostane,,
CE6457,MNXM165515,11-hydroxy-D4-neuroprostane,,
CE6458,MNXM723021,10-hydroxy-E4-neuroprostane,,
CE6459,MNXM164048,10-hydroxy-D4-neuroprostane,,
CE6460,MNXM33372,14-hydroxy-E4-neuroprostane,,
CE6461,MNXM165538,14-hydroxy-D4-neuroprostane,,
CE6462,MNXM165534,13-hydroxy-E4-neuroprostane,,
CE6463,MNXM165533,13-hydroxy-D4-neuroprostane,,
CE6464,MNXM33609,17-hydroxy-E4-neuroprostane,,
CE6465,MNXM165543,17-hydroxy-D4-neuroprostane,,
CE6466,MNXM35491,20-hydroxy-E4-neuroprostane,,
CE6467,MNXM166019,20-hydroxy-D4-neuroprostane,,
CE6504,MNXM50593,"1-hydroperoxy-8-carboxyoctyl 3,4-epoxynon-(2E)-enyl ether",,
CE6506,MNXM150783,"3,4-epoxynonanal",,
CE6508,MNXM163212,5-hydroperoxy-EPA,,
CE7047,MNXM164787,Gama-tocopheroxyl radical,,
CE7072,MNXM164056,13'-carboxy-gama-tocotrienol,,
CE7074,MNXM164057,13'-hydroxy-gama-tocotrienol,,
CE7079,MNXM163421,Leukotriene A5,,
CE7081,MNXM33481,15(R)-HEPE,,
CE7082,MNXM33490,15(S)-HEPE,,
CE7083,MNXM59982,Leukotriene B5,,
CE7084,MNXM166518,"5,12-dihydroxy-6E-LTB5",,
CE7085,MNXM163687,5-HEPE; 5-hydroxyeicosapentaenoate,,
CE7086,MNXM59983,Leukotriene C5,,
CE7087,MNXM59985,Leukotriene D5,,
CE7088,MNXM74716,PGH3,,
CE7090,MNXM33782,18R-HEPE,C18177,"18R-HEPE|18R-Hydroxy-5Z,8Z,11Z,14Z,16E-eicosapentaenoic acid"
CE7091,MNXM34762,15(R)-hydroperoxy-EPE,,
CE7096,MNXM164329,"5,15-DiHETE",,
CE7097,MNXM162741,"5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate",,
CE7101,MNXM151611,8alpha-hydroxy-gama-tocopherone,,
CE7109,MNXM162636,"5(S),6(S)-epoxy-15(R)-HEPE",,
CE7110,MNXM163684,"5,6-epoxy,18R-HEPE",,
CE7111,MNXM164348,5-oxo-EPE,,
CE7112,MNXM163647,15-epi-lipoxin A5,,
CE7113,MNXM33429,15-epi-lipoxin B5,,
CE7114,MNXM166517,"5,12,18R-TriHEPE",,
CE7115,MNXM164164,20-hydroxy-leukotriene B5,,
CE7144,MNXM33318,13'-hydroxy-alpha-tocotrienol,,
CE7145,MNXM33314,13'-carboxy-alpha-tocotrienol,,
CE7172,MNXM33360,"14,15-DiHETE",,
CE7218,MNXM169049,S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate,,
CE7220,MNXM169050,S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione,,
CN0009,MNXM163759,"Benzo[a]pyrene-2,3-diol",,
CN0010,MNXM163760,"Benzo[a]pyrene-4,5-diol",,
CN0011,MNXM163761,"Benzo[a]pyrene-9,10-diol",,
CN0012,MNXM162933,"Benzo[a]pyrene-2,3-oxide",,
CN0016,MNXM50427,"Dibenzo[a,l]pyrene",C19174,"1,2,9,10-Dibenzopyrene|Dibenzo[a,l]pyrene|Dibenzo[def,p]chrysene"
CN0017,MNXM162957,"Dibenzo[a,l]pyrene-11,12-epoxide",,
CN0018,MNXM162956,"Dibenzo[a,l]pyrene-11,12-diol",,
CN0019,MNXM164731,"Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide",,
CN0020,MNXM8204,"7,12-Dimethylbenz[a]anthracene",C19488,"7,12-Dimethylbenz[a]anthracene|DMBA"
CN0021,MNXM162911,"7,12-Dimethylbenz[a]anthracene-3,4-oxide",,
CN0022,MNXM162910,"7,12-Dimethylbenz[a]anthracene-3,4-diol",,
CN0023,MNXM164384,"7,12-Dimethylbenz[a]anthracene-3,4-diol-1,2-epoxide",,
Cit_Mg,MNXM93259,Citrate-Mg,,
DGDG_SA,MNXM50698,Diglucosyl Diglyceride (SA),,
DPA,MNXM5133,Dipicolinate,,
Dara14lac,MNXM778,D Arabinono 1 4 lactone,C00652,"D-Arabinono-1,4-lactone"
Glc_aD,MNXM99,Alpha-D-glucose,C00267,alpha-D-Glucose
HC00004,MNXM163754,ApoA1,,
HC00229,MNXM58018,Isomaltose,C00252,Brachiose|Hunterioside|Isomaltose
HC00250,MNXM162964,Hydrosulfide,,
HC00319,MNXM163844,Malonate; propanedioate,,
HC00342,MNXM162425,"Cis-aconitate(3-); (1Z)-prop-1-ene-1,2,3-tricarboxylat",,
HC00361,MNXM163895,"Sedoheptulose 1,7-bisphosphate(4-)",,
HC00460,MNXM850,"2,5-dihydroxybenzoate",C00628,"2,5-Dihydroxybenzoate|2,5-Dihydroxybenzoic acid|Gentisate|Gentisic acid|Hydroquinonecarboxylic acid"
HC00576,MNXM56612,Homocarnosine,C00884,Homocarnosine|L-Homocarnosine|N-(4-Amino-1-oxobutyryl)histidine|gamma-Aminobutyryl histidine
HC00591,MNXM575,2-oxoglutaramate,C00940,2-Ketoglutaramate|2-Oxoglutaramate|2-Oxoglutaramic acid|alpha-Ketoglutaramate
HC00664,MNXM164716,D-tagatofuranose 6-phosphate(2-),,
HC00682,MNXM4815,S-Acetyldihydrolipoamide,C01136,6-S-Acetyldihydrolipoamide|S-Acetyldihydrolipoamide
HC00695,MNXM3710,S-Succinyldihydrolipoamide,C01169,S-Succinyldihydrolipoamide
HC00718,MNXM1491,N-methylethanolaminium phosphate(1-),C01210,N-Methylethanolamine phosphate
HC00822,MNXM1680,Chitobiose,C01674,"Chito-oligosaccharide|Chitobiose|Diacetylchitobiose|N,N'-Diacetylchitobiose"
HC00832,MNXM1748,L-Fuculose,C01721,6-Deoxy-L-tagatose|L-Fuculose
HC00900,MNXM1572,Methylmalonate,C02170,Methylmalonate|Methylmalonic acid
HC00955,MNXM1014,L-3-Cyanoalanine,C02512,3-Cyano-L-alanine|L-3-Cyanoalanine|L-beta-Cyanoalanine
HC01104,MNXM3867,4-nitrophenyl phosphate(2-),C03360,4-Nitrophenyl phosphate
HC01115,MNXM5842,NeuNGc,C03410,N-Glycoloyl-neuraminate|N-Glycolylneuraminate|Neu5Gc
HC01161,MNXM2214,Apo-ACP,,
HC01162,MNXM163617,"(2R,4S,5R,6R)-2-[({[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphinato)oxy]-4-hydroxy-5-(2-hydroxyacetamido)-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylate",,
HC01180,MNXM164715,"D-tagatofuranose 1,6-bisphosphate(4-)",,
HC01231,MNXM3059,N-[(R)-pantothenoyl]-L-cysteinate,C04079,D-Pantothenoyl-L-cysteine|N-((R)-Pantothenoyl)-L-cysteine|N-Pantothenoylcysteine
HC01254,MNXM1902,"6-Lactoyl-5,6,7,8-tetrahydropterin",C04244,"6-Lactoyl-5,6,7,8-tetrahydropterin"
HC01361,MNXM162359,Dihydroneopterin,C04874,"2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine|7,8-Dihydroneopterin|Dihydroneopterin"
